1.08492128603          0.144296356901 
0.600843077571         0.20406586493
0.531696396331         0.288592713801
0.159786403987         0.40813172986
0.0600843077571        0.577185427602
0.0180566495068        0.816263459719
0.00407961771561       1.1543708552
0.00133012913196       1.63252691944
0.000361012403865      2.30874171041
0.000188077257416      3.26505383888
9.03134041709e-05      4.61748342082
5.10463391717e-05      6.53010767775
3.83769800579e-05      9.23496684163
1.63075748488e-05      13.0602153555
6.00843077571e-06      18.4699336833
4.61016866106e-06      26.120430711
2.12536550834e-06      36.9398673665
1.56563407716e-06      52.240861422
2.04049019988e-07      73.8797347331
1.99933217804e-07      104.481722844
1.91948994166e-07      147.759469466
